NBI Number,INDOT District,Lattitude,Longitude,Place (Decoded)
4200104,Vincennes,38.364353,-87.183855,United States
4200105,Vincennes,38.360436,-87.175736,United States
4200107,Vincennes,38.352405,-87.163643,United States
4200109,Vincennes,38.495983,-87.140469,United States
4200110,Vincennes,38.500011,-87.125464,United States
4200111,Vincennes,38.492769,-87.131264,United States
4200113,Vincennes,38.520712,-87.151364,United States
4200114,Vincennes,38.380527,-87.213353,United States
4200115,Vincennes,38.381007,-87.202296,United States
4200116,Vincennes,38.385711,-87.200855,United States
4200117,Vincennes,38.393106,-87.191324,United States
4200118,Vincennes,38.331341,-87.303734,United States
4200119,Vincennes,38.333067,-87.294091,United States
4200120,Vincennes,38.351203,-87.294434,United States
4200122,Vincennes,38.365793,-87.31454,United States
4200123,Vincennes,38.39335,-87.274961,United States
4200124,Vincennes,38.353953,-87.28458,United States
4200125,Vincennes,38.361015,-87.29031,United States
4200126,Vincennes,38.393839,-87.304755,Vincennes city
4200127,Vincennes,38.350116,-87.274945,United States
4200128,Vincennes,38.351146,-87.28088,United States
4200129,Vincennes,38.365953,-87.282973,United States
4200130,Vincennes,38.351515,-87.260817,United States
4200131,Vincennes,38.352387,-87.261705,United States
4200133,Vincennes,38.373831,-87.275842,United States
4200134,Vincennes,38.374988,-87.245266,United States
4200135,Vincennes,38.383263,-87.251528,United States
4200136,Vincennes,38.401572,-87.223219,United States
4200137,Vincennes,38.402571,-87.221096,United States
4200138,Vincennes,38.414805,-87.19317,United States
4200139,Vincennes,38.400526,-87.23275,United States
4200140,Vincennes,38.390637,-87.25541,United States
4200141,Vincennes,38.404799,-87.230588,United States
4200143,Vincennes,38.414217,-87.232639,United States
4200145,Vincennes,38.431093,-87.215639,United States
4200146,Vincennes,38.425694,-87.211683,United States
4200147,Vincennes,38.405415,-87.251586,United States
4200148,Vincennes,38.435747,-87.221044,United States
4200149,Vincennes,38.444116,-87.244668,United States
4200150,Vincennes,38.404657,-87.162189,United States
4200151,Vincennes,38.452911,-87.172403,United States
4200152,Vincennes,38.45312,-87.182031,United States
4200153,Vincennes,38.452895,-87.171721,United States
4200154,Vincennes,38.44227,-87.154927,United States
4200155,Vincennes,38.462181,-87.16233,United States
4200156,Vincennes,38.462186,-87.163172,United States
4200158,Vincennes,38.422857,-87.202416,United States
4200159,Vincennes,38.424079,-87.204383,United States
4200160,Vincennes,38.434459,-87.204595,United States
4200161,Vincennes,38.433812,-87.195206,United States
4200162,Vincennes,38.435816,-87.201701,United States
4200163,Vincennes,38.442964,-87.215707,United States
4200164,Vincennes,38.4603,-87.192681,United States
4200165,Vincennes,38.461027,-87.193427,United States
4200166,Vincennes,38.421008,-87.291054,Vincennes city
4200167,Vincennes,38.415436,-87.303623,Vincennes city
4200168,Vincennes,38.420864,-87.301808,Vincennes city
4200170,Vincennes,38.432278,-87.285365,United States
4200171,Vincennes,38.43518,-87.271822,United States
4200172,Vincennes,38.42196,-87.260527,United States
4200174,Vincennes,38.445807,-87.220734,United States
4200175,Vincennes,38.460234,-87.190916,United States
4200176,Vincennes,38.47149,-87.171276,United States
4200177,Vincennes,38.471477,-87.162019,United States
4200178,Vincennes,38.471637,-87.162178,United States
4200181,Vincennes,38.522116,-87.242311,United States
4200182,Vincennes,38.532931,-87.211719,United States
4200183,Vincennes,38.521285,-87.222797,United States
4200184,Vincennes,38.51147,-87.240231,United States
4200186,Vincennes,38.484054,-87.250442,United States
4200188,Vincennes,38.534362,-87.093589,United States
4200190,Vincennes,38.481709,-87.261239,United States
4200191,Vincennes,38.494236,-87.245969,United States
4200192,Vincennes,38.493338,-87.235586,United States
4200193,Vincennes,38.484206,-87.234023,United States
4200195,Vincennes,38.492201,-87.233004,United States
4200196,Vincennes,38.49568,-87.220307,United States
4200197,Vincennes,38.500664,-87.214761,United States
4200199,Vincennes,38.493674,-87.20124,United States
4200201,Vincennes,38.470784,-87.181941,United States
4200202,Vincennes,38.483846,-87.210174,United States
4200203,Vincennes,38.493614,-87.220175,United States
4200204,Vincennes,38.495729,-87.222379,United States
4200205,Vincennes,38.503371,-87.215464,United States
4200208,Vincennes,38.530781,-87.103977,United States
4200209,Vincennes,38.514498,-87.135838,United States
4200210,Vincennes,38.514489,-87.120904,United States
4200211,Vincennes,38.424336,-87.222298,United States
4200212,Vincennes,38.443455,-87.254328,United States
4200213,Vincennes,38.454892,-87.245646,United States
4200214,Vincennes,38.464541,-87.24299,United States
4200215,Vincennes,38.480317,-87.23478,United States
4200217,Vincennes,38.464869,-87.225893,United States
4200218,Vincennes,38.473003,-87.223612,United States
4200221,Vincennes,38.49336,-87.205166,United States
4200222,Vincennes,38.494076,-87.203533,United States
4200223,Vincennes,38.511752,-87.200346,United States
4200224,Vincennes,38.521373,-87.200254,United States
4200225,Vincennes,38.485581,-87.162696,United States
4200227,Vincennes,38.510224,-87.142172,United States
4200233,Vincennes,38.523791,-87.125387,United States
4200234,Vincennes,38.50238,-87.135551,United States
4200235,Vincennes,38.512135,-87.111754,United States
4200238,Vincennes,38.464775,-87.255671,United States
4200240,Vincennes,38.455782,-87.260684,United States
4200243,Vincennes,38.411176,-87.295056,Vincennes city
4200244,Vincennes,38.420218,-87.295374,Vincennes city
4200245,Vincennes,38.413012,-87.301739,Vincennes city
4200246,Vincennes,38.364429,-87.241054,United States
4200253,Vincennes,38.53475,-87.125872,United States
4200256,Vincennes,38.391986,-87.250151,United States
4200257,Vincennes,38.2925,-87.330024,United States
4200258,Vincennes,38.354599,-87.350528,United States
4200259,Vincennes,38.365361,-87.262367,United States
4200260,Vincennes,38.315212,-87.373773,United States
4200261,Vincennes,38.300741,-87.335873,United States
4200263,Vincennes,38.414608,-87.285387,Vincennes city
4200264,Vincennes,38.37414,-87.350019,United States
4200265,Vincennes,38.364431,-87.165889,United States
4200266,Vincennes,38.340792,-87.214686,United States
4200269,Vincennes,38.451531,-87.280995,United States
4200270,Vincennes,38.42299,-87.232842,United States
4200271,Vincennes,38.451466,-87.284633,United States
4200272,Vincennes,38.462456,-87.282222,United States
4200273,Vincennes,38.511683,-87.274811,United States
4200274,Vincennes,38.340459,-87.213164,United States
4200276,Vincennes,38.52515,-87.211017,United States
4200277,Vincennes,38.31146,-87.374872,United States
4200278,Vincennes,38.361089,-87.375993,United States
4200279,Vincennes,38.361796,-87.164602,United States
4200280,Vincennes,38.431309,-87.21359,United States
4200290,Vincennes,38.420467,-87.283631,Vincennes city
4200291,Vincennes,38.421945,-87.265632,Vincennes city
4200293,Vincennes,38.345988,-87.222604,United States
4200294,Vincennes,38.400011,-87.164533,United States
4200295,Vincennes,38.451053,-87.270667,United States
4200296,Vincennes,38.415465,-87.302629,Vincennes city
4200297,Vincennes,38.335731,-87.213614,United States
4200298,Vincennes,38.441293,-87.213599,United States
4200299,Vincennes,38.420874,-87.293287,United States
4200300,Vincennes,38.475857,-87.295538,United States
4200301,Vincennes,38.490654,-87.253307,United States
4200302,Vincennes,38.494933,-87.291382,United States
4200303,Vincennes,38.480838,-87.18031,United States
4200304,Vincennes,38.372309,-87.275491,United States
4200305,Vincennes,38.504267,-87.290994,United States
4200306,Vincennes,38.481935,-87.235454,United States
4200307,Vincennes,38.411176,-87.295055,Vincennes city
4200500,Vincennes,38.412414,-87.301296,Vincennes city
4200505,Vincennes,38.40306,-87.302537,Vincennes city
4200510,Vincennes,38.412729,-87.301582,Vincennes city
4200515,Vincennes,38.413584,-87.262957,United States
4200516,Vincennes,38.41,-87.3,United States
4200517,Vincennes,38.4248,-87.2554,United States
4200518,Vincennes,38.444117,-87.24467,United States
4200519,Vincennes,38.433814,-87.195204,United States
4200520,Vincennes,38.343259,-87.160611,United States
4200521,Vincennes,38.351712,-87.353091,United States
4200522,Vincennes,38.330781,-87.225758,United States
4200523,Vincennes,38.405416,-87.251584,United States
4200524,Vincennes,38.42194,-87.255629,Vincennes city
4200525,Vincennes,38.451465,-87.284634,United States
4200526,Vincennes,38.481706,-87.261239,United States
4200527,Vincennes,38.451055,-87.270666,United States
4300000,Fort Wayne,41.124598,-85.504341,Winona Lake town
4300002,Fort Wayne,41.172352,-85.425178,United States
4300003,Fort Wayne,41.14541,-85.475125,United States
4300004,Fort Wayne,41.185753,-85.420318,United States
4300005,Fort Wayne,41.191436,-85.472491,United States
4300006,Fort Wayne,41.141901,-85.470494,United States
4300007,Fort Wayne,41.185275,-85.425481,United States
4300008,Fort Wayne,41.22575,-85.400097,United States
4300010,Fort Wayne,41.175891,-85.492727,United States
4300011,Fort Wayne,41.245562,-85.440747,United States
4300012,Fort Wayne,41.182529,-85.483599,United States
4300013,Fort Wayne,41.241835,-85.504483,
4300014,Fort Wayne,41.243582,-85.505746,United States
4300015,Fort Wayne,41.260452,-85.471918,United States
4300016,Fort Wayne,41.260324,-85.475352,United States
4300017,Fort Wayne,41.251697,-85.495778,United States
4300018,Fort Wayne,41.244831,-85.515252,United States
4300019,Fort Wayne,41.251443,-85.530908,United States
4300020,Fort Wayne,41.243077,-85.512633,United States
4300023,Fort Wayne,41.165621,-85.404431,United States
4300025,Fort Wayne,41.135522,-85.59262,United States
4300026,Fort Wayne,41.253929,-85.532372,United States
4300027,Fort Wayne,41.244694,-85.532057,United States
4300030,Fort Wayne,41.160217,-86.013958,United States
4300031,Fort Wayne,41.153039,-85.52158,United States
4300034,Fort Wayne,41.224534,-86.022157,United States
4300036,Fort Wayne,41.222872,-86.011137,United States
4300039,Fort Wayne,41.145442,-85.523105,Warsaw city
4300040,Fort Wayne,41.145123,-85.542693,United States
4300041,Fort Wayne,41.161604,-86.011248,United States
4300042,Fort Wayne,41.162904,-86.010512,United States
4300043,Fort Wayne,41.143926,-85.584006,United States
4300044,Fort Wayne,41.145938,-86.010753,United States
4300045,Fort Wayne,41.140041,-85.592609,United States
4300046,Fort Wayne,41.121128,-85.583383,United States
4300047,Fort Wayne,41.145035,-85.580639,United States
4300048,Fort Wayne,41.095454,-85.540861,United States
4300049,Fort Wayne,41.074558,-85.580766,United States
4300051,Fort Wayne,41.124772,-85.482506,United States
4300052,Fort Wayne,41.093009,-86.015127,United States
4300053,Fort Wayne,41.083846,-86.010927,United States
4300055,Fort Wayne,41.061477,-85.564172,United States
4300056,Fort Wayne,41.025705,-85.412625,United States
4300057,Fort Wayne,41.035584,-85.42224,United States
4300058,Fort Wayne,41.140664,-85.465259,United States
4300059,Fort Wayne,41.141033,-85.391797,United States
4300060,Fort Wayne,41.111633,-85.562467,United States
4300061,Fort Wayne,41.081098,-86.0058,United States
4300062,Fort Wayne,41.070391,-85.575702,United States
4300065,Fort Wayne,41.06287,-85.572215,United States
4300066,Fort Wayne,41.073682,-85.580084,United States
4300067,Fort Wayne,41.11277,-85.493718,United States
4300068,Fort Wayne,41.121747,-85.5211,United States
4300071,Fort Wayne,41.113827,-85.475749,United States
4300074,Fort Wayne,41.14006,-85.464773,United States
4300075,Fort Wayne,41.124172,-85.434753,United States
4300076,Fort Wayne,41.103612,-85.484683,United States
4300078,Fort Wayne,41.110646,-85.490622,United States
4300079,Fort Wayne,41.115841,-85.433972,United States
4300082,Fort Wayne,41.023423,-85.545081,United States
4300083,Fort Wayne,41.155924,-86.000471,United States
4300084,Fort Wayne,41.223577,-85.392489,United States
4300085,Fort Wayne,41.133095,-85.504802,Warsaw city
4300091,Fort Wayne,41.141414,-85.521095,Warsaw city
4300092,Fort Wayne,41.14129,-85.520886,Warsaw city
4300093,Fort Wayne,41.160661,-85.593709,United States
4300095,Fort Wayne,41.033591,-85.430404,United States
4300096,Fort Wayne,41.190252,-85.412613,United States
4300097,Fort Wayne,41.154426,-85.515995,Warsaw city
4300098,Fort Wayne,41.240073,-85.401856,United States
4300101,Fort Wayne,41.144612,-85.552505,United States
4300102,Fort Wayne,41.163805,-85.515455,United States
4300103,Fort Wayne,41.253562,-85.451779,Syracuse town
4300104,Fort Wayne,41.252216,-85.45404,Syracuse town
4300106,Fort Wayne,41.13375,-85.492259,Winona Lake town
4300107,Fort Wayne,41.133324,-85.492233,Winona Lake town
4300108,Fort Wayne,41.184704,-85.390831,United States
4300120,Fort Wayne,41.192888,-85.414035,North Webster town
4300125,Fort Wayne,41.131647,-85.444584,United States
4300126,Fort Wayne,41.133097,-85.504802,Warsaw city
4300201,Fort Wayne,41.130284,-85.592294,United States
4300202,Fort Wayne,41.13178,-85.454663,United States
4300203,Fort Wayne,41.130235,-85.442595,United States
4300204,Fort Wayne,41.130917,-85.522349,Warsaw city
4300206,Fort Wayne,41.153969,-85.492422,Warsaw city
4300207,Fort Wayne,41.24052,-85.412009,United States
4300208,Fort Wayne,41.152928,-85.483798,United States
4300209,Fort Wayne,41.181034,-85.43503,United States
4300210,Fort Wayne,41.114765,-85.472183,United States
4300211,Fort Wayne,41.253979,-85.493498,United States
4300212,Fort Wayne,41.182868,-85.440819,United States
4300213,Fort Wayne,41.250686,-85.43393,United States
4300214,Fort Wayne,41.065303,-85.584715,United States
4300215,Fort Wayne,41.112532,-85.514241,United States
4300216,Fort Wayne,41.160726,-85.595484,United States
4300217,Fort Wayne,41.063761,-85.430175,United States
4300218,Fort Wayne,41.245018,-86.003859,United States
4300219,Fort Wayne,41.250939,-86.02397,United States
4300220,Fort Wayne,41.250382,-86.014783,United States
4300221,Fort Wayne,41.035162,-85.442493,United States
4300222,Fort Wayne,41.223596,-85.401481,United States
4300223,Fort Wayne,41.154706,-85.51102,Warsaw city
4300224,Fort Wayne,41.135087,-85.514271,Warsaw city
4300225,Fort Wayne,41.162192,-85.402113,United States
4300226,Fort Wayne,41.165534,-86.013997,United States
4300227,Fort Wayne,41.154271,-86.014616,United States
4300228,Fort Wayne,41.240601,-85.401199,United States
4300229,Fort Wayne,41.024538,-85.553479,United States
4300231,Fort Wayne,41.110643,-85.490615,United States
4300232,Fort Wayne,41.144452,-85.515594,Warsaw city
4300233,Fort Wayne,41.241836,-85.504483,Milford town
4300234,Fort Wayne,41.12459,-85.494353,Winona Lake town
4300235,Fort Wayne,41.131697,-85.491502,Winona Lake town
